DATE;COMMANDE;ARTICLE;DESIGNATION;QTE;DEVISE;PRIX_U;VALEUR;FOURNISSEUR
16/08/2010;4500036590;101606300;CEINTURE;1;XPF;1080;1080;VETRAL-AGECOM SARL
16/08/2010;4500036590;101606300;VETEMENT DE PLUIE;1;XPF;2800;2800;VETRAL-AGECOM SARL
16/08/2010;4500036590;101606300;BOTTES;1;XPF;2900;2900;VETRAL-AGECOM SARL
16/08/2010;4500036590;101606300;LUNETTES;1;XPF;800;800;VETRAL-AGECOM SARL
16/08/2010;4500036590;101606300;BLOUSON IM;1;XPF;4500;4500;VETRAL-AGECOM SARL
16/08/2010;4500036603;2301000217;REACTIF DPD TOTAL CHLORINE 10 ML;1;XPF;29500;29500;MESACHIMIE
17/08/2010;4500036621;101606820;DISQUE DUR 500GO USB.2;1;XPF;11900;11900;MICRO MEDIA SOFTWARES TONNELIER
18/08/2010;4500036645;2202000017;OMALA  680;1;XPF;82145;82145;SOCIETE DE SERVICES PETROLIERS SA
20/08/2010;4500036677;2009090003;BONBONNE D'EAU MONT-DORE 18,9 LITRES;38;XPF;910;34580;CIENC
20/08/2010;4500036678;101624300;TRANSPORT EAUX;1;XPF;32000;32000;YVA NORD
20/08/2010;4500036679;2301000209;ALCOOL ETHYLIQUE 70% - BIDON 5L;1;XPF;2500;2500;MESACHIMIE
24/08/2010;4500036702;101628100;"REALISATION DE CARNET "" DMSR "" PRONY";1;XPF;63750;63750;RECTO VERSO
26/08/2010;4500036735;101606820;REFRIGERATEUR 2P 155L BLANC;1;XPF;59900;59900;CONFORAMA
31/08/2010;4500036797;1704010154;DURITE DE 76 MM POUR RADIATEUR;2;XPF;10404;20808;IFT PACIFIC
01/09/2010;4500036800;2301000218;AMINO ACID F REACTIF - POUDRE HACH 55 G;3;XPF;3600;10800;MESACHIMIE
01/09/2010;4500036800;2301000219;AMINO ACID F REACTIF - DILUANT;3;XPF;2900;8700;MESACHIMIE
01/09/2010;4500036803;2009010005;TUYAU INJECTION PTFE 4 X 6 MM;50;XPF;1100;55000;MESACHIMIE
01/09/2010;4500036808;101606820;POMPE POUR BIDON 20 L;4;XPF;12749;50994;SFAC
01/09/2010;4500036808;101606820;POMPE POUR FUT 205 L;1;XPF;20998;20998;SFAC
02/09/2010;4500036820;2202020000;WD 40 bombe de 400ml;12;XPF;998;11976;SFAC
02/09/2010;4500036820;2209000950;LIQUIDE DE REFROISSEMENT VEHICULE;20;XPF;2099;4198;SFAC
02/09/2010;4500036820;2209010050;AMPOULE H4 12V 60/55W P43T;20;XPF;524;10470;SFAC
02/09/2010;4500036820;2500000007;DEGRAISSANT ACETONE - BIDON 5 L;1;XPF;3998;3998;SFAC
02/09/2010;4500036821;2301000217;REACTIF DPD TOTAL POUR CHLORINE 10 ML;1;XPF;29500;29500;MESACHIMIE
02/09/2010;4500036822;2202010007;GRAISSE SKF LGWA 2/0,4 - CARTOUCHE;12;XPF;1340;16080;VIBATECH
02/09/2010;4500036822;2202010008;GRAISSE SKF LGWA 2 / 5  - POT  5KG;4;XPF;13170;52680;VIBATECH
02/09/2010;4500036823;1600000101;KIT JOINT CARTOUCHE - XEB14373-000-00;4;EUR;57,2;228,8;MOOG SARL
02/09/2010;4500036823;1600000102;KIT JOINT COUVERCLE - XEB13984-000-00;4;EUR;34,1;136,4;MOOG SARL
02/09/2010;4500036831;2400010103;LUNETTES MASQUE V-MAXX 1006165;10;XPF;1415;14150;AXIAL
03/09/2010;4500036837;2203050031;COUDE PE 90° DEG FF 90;4;XPF;2272;9088;SAINT QUENTIN
04/09/2010;4500036849;1505020021;Clapet de soupape de sécurité;4;AUD;3082;12328;POWERFLO SOLUTIONS PTY LTD
04/09/2010;4500036849;1506000002;Ensemble clapet guide soupape sécurité;2;AUD;3935;7870;POWERFLO SOLUTIONS PTY LTD
06/09/2010;4500036852;101606820;DISQUE DUR 500GO USB.2;2;XPF;11900;23800;MICRO MEDIA SOFTWARES TONNELIER
06/09/2010;4500036866;101606300;PERC. VISS. 650BS/650W QUIXS;1;XPF;27495;27495;SOPROTEC
06/09/2010;4500036866;101606300;MEUL. ANGLE 1000WS D125;1;XPF;15996;15996;SOPROTEC
06/09/2010;4500036866;101606300;LAMP GOLIATH 250 + 55W;1;XPF;19986;19986;SOPROTEC
06/09/2010;4500036866;101606300;SUIVANT FACTURE N° 245651;1;XPF;10952;10952;SOPROTEC
08/09/2010;4500036901;1504020001;Courroie SPZ 1200 (lot de 3);6;XPF;1102;6612;VIBATECH
08/09/2010;4500036901;1504020021;Courroie SPA 1400 (lot de 2);4;XPF;1480;5920;VIBATECH
08/09/2010;4500036904;101606820;TRANSCEIVER ST/RJ45 -FT-801;4;XPF;9450;37800;EDS ELECTRIC DATA SYSTEM
08/09/2010;4500036909;1503000598;PORTE MODULE DM1-CLIS-X005;1;AUD;511;511;FORTRESS INTERLOCKS
08/09/2010;4500036909;1503000599;SYSTEME VEROUILLAGE CLK-SUS;1;AUD;56;56;FORTRESS INTERLOCKS
08/09/2010;4500036909;101606820;EMBALLAGE;1;AUD;3;3;FORTRESS INTERLOCKS
08/09/2010;4500036909;101606820;FRET;1;AUD;30;30;FORTRESS INTERLOCKS
09/09/2010;4500036936;101615100;USINAGE DE VIDANGE ET JOINT VIDANGE;5;XPF;16860;84300;AMC SUD
09/09/2010;4500036947;101606300;CHAUSSURES DE SECURITE;1;XPF;9000;9000;CHEVAL  DISTRIBUTION
14/09/2010;4500036980;2400010100;CASQUE DE SECURITE ENERCAL AVEC LUNETTE;5;XPF;3802;19010;ENERCAL
14/09/2010;4500036980;2400010101;PAIRE AUDITIVE POUR CASQUE ENERCAL;5;XPF;2661;13305;ENERCAL
14/09/2010;4500036985;101615100;SUIVANT FACTURE N° 1007088;1;XPF;51020;51020;KHEOPS EQUIPEMENT
15/09/2010;4500037000;1504020002;MOYEU 1610-25 mm;2;XPF;1345;2690;VIBATECH
15/09/2010;4500037000;1504020003;POULIE SPA 125 X 2;1;XPF;3780;3780;VIBATECH
15/09/2010;4500037000;2204020005;LOCTITE 8005-400;1;XPF;1110;1110;VIBATECH
15/09/2010;4500037001;2903020105;ANNEAU DE LEVAGE FEMELLE 16 MM;4;XPF;3231;12924;BONIFACE ACMA
15/09/2010;4500037002;2201000001;UPN GPP 140 X 6 ML;3;XPF;15345;46035;SOCAFER
16/09/2010;4500037006;2301000212;REACTIF PHOSPHATE;10;XPF;3700;37000;MESACHIMIE
16/09/2010;4500037012;101606820;CHOCOS 3 5 GR KELLOSGG'S GERMANY;20;XPF;489;9780;RABOT (ETS)
16/09/2010;4500037012;101606820;SUCRE MORCEAU 1KG CAL N°4 BEGHIN;10;XPF;135;1350;RABOT (ETS)
16/09/2010;4500037012;101606820;BISCOTTE S/SEL - 300 G;15;XPF;323;4845;RABOT (ETS)
16/09/2010;4500037012;101606820;PATE CAMPAGNE PP 1/6 W.S 12 BGR;48;XPF;143;6864;RABOT (ETS)
18/09/2010;4500037031;1804000035;SONDE ULTRASONIQUE;1;XPF;99470;99470;FCC
18/09/2010;4500037032;2106050202;EMBOUT CABL. CE007 0,75 MM2;2;XPF;300;600;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050203;EMBOUT CABL. CE007 1 MM2;1;XPF;317;317;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050204;EMBOUT CABL. CE007 1,5 MM2;1;XPF;308;308;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050205;EMBOUT CABL. CE007 2,5 MM2;1;XPF;340;340;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050206;EMBOUT CABL. CE007 4 MM2;1;XPF;877;877;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050207;EMBOUT CABL. CE007 6 MM2;1;XPF;933;933;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050208;EMBOUT CABL. CE007 10 MM2;1;XPF;2067;2067;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050209;EMBOUT CABL. CE007 16 MM2;1;XPF;2727;2727;SOCADIME / SZYMANSKI
18/09/2010;4500037032;2106050210;EMBOUT CABL. CE007 25 MM2;1;XPF;1485;1485;SOCADIME / SZYMANSKI
20/09/2010;4500037040;101615100;REPARATION TRAPPE SUR VANNE SILO CHARBON;1;XPF;78000;78000;SOCALMO
20/09/2010;4500037042;2009000002;CHIFFON COULEURS - 50 KG;3;XPF;15920;47760;NQ NOUMEA QUINCAILLERIE
20/09/2010;4500037045;101615100;REPARATION TOYOTA 229065 NC;1;XPF;54871;54871;BAVARIN (CARROSSERIE)
21/09/2010;4500037055;1102401007;CONNECTEUR MET TUBE 6 MALE 1/4;5;AUD;11,73;58,65;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401008;CONNECTEUR MET TUBE 6 MALE 3/8;5;AUD;18,94;94,7;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401015;COUDE 90 MET TUBE 8;3;AUD;36,34;109,02;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401040;UNION 3/8;5;AUD;21,18;105,9;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401043;REDUCTION FEMELLE 1/4 MALE 3/8;5;AUD;16,49;82,45;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401044;REDUCTION FEMELLE 1/4 MALE 1/2;5;AUD;17,4;87;PROMOTEC PTY LTD
21/09/2010;4500037055;1102401048;MAMELON DOUBLE HEXA 1/4;5;AUD;10,74;53,7;PROMOTEC PTY LTD
21/09/2010;4500037055;101606820;LIVRAISON A PROMOTEC;1;AUD;65;65;PROMOTEC PTY LTD
21/09/2010;4500037055;101606820;ASSURANCE;1;AUD;7,51;7,51;PROMOTEC PTY LTD
21/09/2010;4500037055;101606820;FRET AERIEN BRISBANE - NOUMEA;1;AUD;95;95;PROMOTEC PTY LTD
22/09/2010;4500037078;101606820;MODEM ROUTEUR DRAYTEK VIGOR 2820 - 32VPN;1;XPF;20800;20800;XTREM-IT
27/09/2010;4500037099;101624300;TRANSPORT EAUX;1;XPF;32000;32000;YVA NORD
27/09/2010;4500037101;2009090003;BONBONNE D'EAU MONT-DORE 18,9 LITRES;44;XPF;910;40040;CIENC
27/09/2010;4500037107;2900080202;BROSSE CIRCULAIRE 150 X 20 X 20 10306000;2;XPF;2396;4792;SOPROTEC
27/09/2010;4500037107;2909000311;MEULE TOURET COR 24R 150 X 20 X 32;2;XPF;3516;7032;SOPROTEC
27/09/2010;4500037107;2909000312;MEULE / CHAMP 150 X 20 32 AA60M 10505018;2;XPF;5596;11192;SOPROTEC
27/09/2010;4500037108;2002010004;LAMPE GOLIATH 250+ 55W 2P+T;2;XPF;19996;39992;SOPROTEC
28/09/2010;4500037132;2400000001;CHAINE DE SIGNALISATION N°6;150;XPF;347;51975;SITEC
28/09/2010;4500037133;2209010057;AMPOULE MINI CHARGEUSE ( NEW HALLAND );10;XPF;2259;22590;CIPAC TELECOM
28/09/2010;4500037134;2009020020;FILM PALETTE 50 cm X 400 m NTRE 23 ML;3;XPF;1950;5850;CELLOCAL
29/09/2010;4500037138;2209000023;TEFLON ROULEAU 12M X 12MM;20;XPF;101;2025;NQ NOUMEA QUINCAILLERIE
29/09/2010;4500037138;2900080004;BROSSE DE FINITION D.50 X 25 GR;10;XPF;990;9900;NQ NOUMEA QUINCAILLERIE
29/09/2010;4500037138;2900090100;BLOC 4 PRISES 2P+1T CAOUTCHOUC SECURITE;4;XPF;7992;31968;NQ NOUMEA QUINCAILLERIE
29/09/2010;4500037138;2908000001;BACHE PLATS. BLEUE 3M X 3M;1;XPF;1117;1117;NQ NOUMEA QUINCAILLERIE
29/09/2010;4500037149;101606820;"COFFRET CASYS.OPB 19"" 9U 513 X 600 X 500";1;XPF;28500;28500;SOCADIME / SZYMANSKI
29/09/2010;4500037151;101615100;CONDENSATEUR 30 UF;1;XPF;3500;3500;SOCOMETRA/SEVCA
29/09/2010;4500037151;101615100;MAIN D'OEUVRE;4;XPF;5500;22000;SOCOMETRA/SEVCA
29/09/2010;4500037151;101615100;TRANSPORT;160;XPF;60;9600;SOCOMETRA/SEVCA
30/09/2010;4500037161;101615100;KIT PLANNING;1;XPF;17072;17072;NOPAC
30/09/2010;4500037161;101615100;PAPIER REPRO A4 JAUNE FLUO;3;XPF;2599;7797;NOPAC
30/09/2010;4500037161;101615100;PAPIER REPRO A4 100%RECYCLA.;40;XPF;808;32320;NOPAC
01/10/2010;4500037176;2900000003;PINCE A SERTIR COUPE CABLE  D-1 A 5MM;1;XPF;17991;17991;BONIFACE ACMA
01/10/2010;4500037176;2009020026;Cable inox D 2mm R 230Kg;30;XPF;63;1890;BONIFACE ACMA
01/10/2010;4500037176;2203040001;Manchon cuivre N°2  EN 8;30;XPF;32;945;BONIFACE ACMA
01/10/2010;4500037177;2900000004;Pince cheville paroi creuse HM 26416 FIS;1;XPF;7140;7140;NQ NOUMEA QUINCAILLERIE
01/10/2010;4500037177;2205080001;Cheville  Fischer met HMS 4 X 46;1;XPF;5175;5175;NQ NOUMEA QUINCAILLERIE
01/10/2010;4500037177;2205080002;Cheville  Fischer met HMS 5 X 52;1;XPF;6300;6300;NQ NOUMEA QUINCAILLERIE
01/10/2010;4500037177;2205080003;Cheville  Fischer met HMS 6 X 52;1;XPF;7042;7042;NQ NOUMEA QUINCAILLERIE
04/10/2010;4500037203;2009010004;TUYAU EN COURONNE DIAM.16MM.;100;XPF;445;44480;SEV SOLUTIONS EQUIPEMENTS VEHICULES
05/10/2010;4500037212;101615100;TABLEAUX LIEGE CADRE;3;XPF;13833;41499;NOPAC
05/10/2010;4500037214;101615100;STYLOS CORRECTEUR;20;XPF;406;8120;NOPAC
05/10/2010;4500037214;101615100;FEUTRE BLEU (STYLOS PILOT);12;XPF;316;3792;NOPAC
05/10/2010;4500037214;101615100;FEUTRE NOIR (STYLOS PILOT);12;XPF;316;3792;NOPAC
05/10/2010;4500037214;101615100;FEUTRE ROSE;5;XPF;316;1580;NOPAC
05/10/2010;4500037214;101615100;"ROLL FIX TIPP EX ""MICRO TAPE""";15;XPF;324;4860;NOPAC
05/10/2010;4500037214;101615100;SYLOS BILLE BLEU;20;XPF;267;5340;NOPAC
05/10/2010;4500037214;101615100;STYLOS BILLE NOIR;20;XPF;267;5340;NOPAC
05/10/2010;4500037215;101615100;"ECRAN AOC 19"" 4/3 LCD";1;XPF;26900;26900;MICRO MEDIA SOFTWARES TONNELIER
06/10/2010;4500037229;2500030000;PAPIER ABSORBANT HYDROCARBURE;5;XPF;7998;39990;SFAC
06/10/2010;4500037233;2400010303;FILTRE 620 PR MASQUE DRAGER X-PLORE 6530;5;XPF;4950;24750;STIM
06/10/2010;4500037244;101606820;FICHE FEMELLE CAOUTC. 2P+T 16A INOVAC;20;XPF;1418;28350;NQ NOUMEA QUINCAILLERIE
06/10/2010;4500037244;101606820;FICHE MALE CAOUTC. 2P+T 16A INOVAC;20;XPF;1046;20925;NQ NOUMEA QUINCAILLERIE
06/10/2010;4500037244;2106030000;Fiche male caoutch 2P+T 10/16A noir;20;XPF;1046;20925;NQ NOUMEA QUINCAILLERIE
06/10/2010;4500037244;2106030001;Fiche F prolong caoutch 2P+T 10/16A noir;20;XPF;1418;28350;NQ NOUMEA QUINCAILLERIE
07/10/2010;4500037249;101606820;SAC A DOS EN TISSU;2;EUR;84;168;MANUTAN
07/10/2010;4500037249;101606820;VESTE PORTE OUTILS;2;EUR;36,75;73,5;MANUTAN
07/10/2010;4500037250;101606820;DEVIDOIR B/400M GRIS ABS CODE 4940;2;XPF;3850;7700;CELLOCAL
07/10/2010;4500037250;101606820;BOBINE 400M X 19 CMS 1P X 2;2;XPF;2290;4580;CELLOCAL
07/10/2010;4500037259;101606820;MICRO-ONDE 23 LITRES GRILL 800 W;1;XPF;13900;13900;CONFORAMA
14/10/2010;4500037345;2301000213;AMINO ACID F REACTIF;2;XPF;3300;6600;MESACHIMIE
14/10/2010;4500037365;2203060009;"TETE DE CHAT 1"" MALE GALVA + JOINT";20;XPF;636;12720;ETS GASCHET JEAN
14/10/2010;4500037365;2203000153;"REDUCTION M - M 1"" - 1/2";17;XPF;512;8704;ETS GASCHET JEAN
14/10/2010;4500037365;2203000093;VANNE 1/2;14;XPF;434;6069;ETS GASCHET JEAN
14/10/2010;4500037365;2203000094;VANNE 3/4;20;XPF;646;12920;ETS GASCHET JEAN
14/10/2010;4500037365;2203000082;"RACCORD UNION 1"" 1/2";12;XPF;1536;18432;ETS GASCHET JEAN
14/10/2010;4500037365;2203000141;"REDUCTION F-F 1"" 1/2 - 3/4";5;XPF;796;3980;ETS GASCHET JEAN
14/10/2010;4500037365;2203000157;"REDUCTION M - M 1"" 1/2 - 3/4";7;XPF;640;4480;ETS GASCHET JEAN
14/10/2010;4500037365;2203000165;"REDUCTION M - M 1""1/2 - 1""1/4";3;XPF;576;1728;ETS GASCHET JEAN
14/10/2010;4500037365;2203000171;"REDUCTION M - F 1"" 1/2 - 3/4";4;XPF;456;1824;ETS GASCHET JEAN
15/10/2010;4500037366;101606820;LAQUE SYNTHETIQUE ROUGE - 1KG;5;XPF;3198;15990;VALAUTO
15/10/2010;4500037367;101606820;BLANC CORRECTEUR;10;XPF;406;4060;NOPAC
15/10/2010;4500037367;101606820;PARAFEUR SIGNATURE 18P;2;XPF;3313;6626;NOPAC
15/10/2010;4500037367;101606820;BOITE ARCHIVES - JAUNE;25;XPF;242;6050;NOPAC
15/10/2010;4500037372;101615100;REPARATION SUR MOTEUR VENTILO;1;XPF;27500;27500;SZEMMELVEISZ
15/10/2010;4500037372;101615100;ROULEMENT A BILLES - 6308 2 RS;1;XPF;5290;5290;SZEMMELVEISZ
15/10/2010;4500037372;101615100;ROULEMENT A BILLES - 6207 2 RS;1;XPF;2888;2888;SZEMMELVEISZ
15/10/2010;4500037372;101615100;REBAGUAGE FLASQUE;1;XPF;16380;16380;SZEMMELVEISZ
18/10/2010;4500037397;101606300;CHAUSSURES DE SECURITE;1;XPF;9000;9000;VETRAL-AGECOM SARL
18/10/2010;4500037398;101615120;Réparations dépannages PE;1;XPF;58904;58904;SOCOMETRA/SEVCA
19/10/2010;4500037409;101238100;"Sac Kraft 162x229 ""Quicksil"" 90GR (500U)";1;XPF;3030;3030;NOPAC
19/10/2010;4500037409;101238100;"Ruban DYMO ""D1"" 9mmx7m Bleu/Blanc";1;XPF;3268;3268;NOPAC
19/10/2010;4500037409;101238100;"Ruban DYMO ""D1"" 9mmx7m Noir/Blanc";1;XPF;3268;3268;NOPAC
19/10/2010;4500037409;101238100;"Pince à dessin ""Double Clips"" 25mm";12;XPF;25;300;NOPAC
19/10/2010;4500037409;101238100;"Pince à dessin ""Double Clips"" 19mm";12;XPF;16;192;NOPAC
19/10/2010;4500037409;101238100;"Pack 10 CDRW (1-4X) 700 MO/80MI ""Imation";1;XPF;1382;1382;NOPAC
19/10/2010;4500037409;101238100;"Surligneur ""Textsurfer Classic"" Jaune";2;XPF;148;296;NOPAC
19/10/2010;4500037409;101238100;"Surligneur ""Textsurfer Classic"" Rose";2;XPF;148;296;NOPAC
19/10/2010;4500037412;101238100;920XL CART CYAN Officejet 6500 700P 5%;2;XPF;2460;4920;SHARP CENTER
19/10/2010;4500037412;101238100;920XL CART MAGENT Officejet 6500 700P 5%;2;XPF;2460;4920;SHARP CENTER
19/10/2010;4500037412;101238100;920XL CART JAUNE Officejet 6500 700P 5%;2;XPF;2460;4920;SHARP CENTER
19/10/2010;4500037412;101238100;920XL CART NOIR Officejet 6500  5%;3;XPF;4810;14430;SHARP CENTER
19/10/2010;4500037414;2008000001;CARNET ENLEVEMENT CENDRES ET MACHEFERS;20;XPF;3819;76380;RECTO VERSO
20/10/2010;4500037426;2301000229;FERROZINE FER REACTIF SOLUTION 500ML;3;XPF;8500;25500;MESACHIMIE
21/10/2010;4500037455;101606300;CHAUSSURES DE SECURITE;1;XPF;9000;9000;VETRAL-AGECOM SARL
25/10/2010;4500037468;101615100;EQUIPEMENT INOX POUR LE SKID GASOIL;1;XPF;30000;30000;SOCALMO
26/10/2010;4500037496;101615100;REPARATION ACCOUPLEMENT VANNE TREMIE;1;XPF;30000;30000;EURIMINDIA ROGER
26/10/2010;4500037496;101615100;FABRICATION BRIDE PR PRELEVEMNT ECHANT.;1;XPF;40000;40000;EURIMINDIA ROGER
26/10/2010;4500037497;101615100;OUVERTURE DEPOSE DES COLLECTEURS;1;XPF;50000;50000;EURIMINDIA ROGER
27/10/2010;4500037517;101606820;"RAC.UNION GF MF 1""1/2 341";2;XPF;1848;3696;ETS GASCHET JEAN
27/10/2010;4500037517;101606820;"VANNE 1/4T PASS. INTEG.1""1/2 A";2;XPF;2635;5270;ETS GASCHET JEAN
27/10/2010;4500037521;2909000121;DISQUE A TRONCONNER 125 X2.5 X 22 METAL;50;XPF;238;11920;VALAUTO
27/10/2010;4500037521;2909000122;DISQUE A TRONCONNER INOX 125 X 2,5 X 22;50;XPF;398;19920;VALAUTO
27/10/2010;4500037521;2909000164;ROULEAU ABRASIF G40 40 X 50000;1;XPF;5998;5998;VALAUTO
27/10/2010;4500037521;2909000165;ROULEAU ABRASIF G80 40 X 50000;1;XPF;5198;5198;VALAUTO
27/10/2010;4500037521;2909000166;ROULEAU ABRASIF G120 40 X 50000;1;XPF;4798;4798;VALAUTO
27/10/2010;4500037521;2909000167;ROULEAU ABRASIF G180;1;XPF;4798;4798;VALAUTO
27/10/2010;4500037521;2909000168;ROULEAU ABRASIF G240;1;XPF;4798;4798;VALAUTO
27/10/2010;4500037523;2900094007;CLE  A FILTRE  A HUILE  SANGLE  METAL;1;XPF;1650;1650;NQ NOUMEA QUINCAILLERIE
27/10/2010;4500037523;2106090003;BARRETTE DE CONNECTION 10.0 MM ELECTRIC;20;XPF;405;8100;NQ NOUMEA QUINCAILLERIE
27/10/2010;4500037523;2106090004;BARRETTE DE CONNECTION 16.0 MM ELECTRIC;20;XPF;413;8250;NQ NOUMEA QUINCAILLERIE
27/10/2010;4500037523;2900092001;BARRE A MINE 1M60 A PALETTE  D.25;2;XPF;4943;9885;NQ NOUMEA QUINCAILLERIE
27/10/2010;4500037523;2900094008;CLE SERRE TUBE AMERICAIN 790mm   492.36;1;XPF;21675;21675;NQ NOUMEA QUINCAILLERIE
27/10/2010;4500037523;2900094009;CLE SERRE TUBE AMERICAIN 410mm   492.18;1;XPF;7462;7462;NQ NOUMEA QUINCAILLERIE
28/10/2010;4500037530;101613610;LOCATION BENNE 5M3;1;XPF;25000;25000;EMC
28/10/2010;4500037530;101613610;ROTATION DE LA BENNE;1;XPF;42000;42000;EMC
28/10/2010;4500037531;101615100;LAVAGE VIVARO N°284 278 NC;1;XPF;10000;10000;SARL WADIANA
28/10/2010;4500037532;101606820;MOUSQUETON COULEUR ASSORTIE 76 MM;50;XPF;240;12000;NQ NOUMEA QUINCAILLERIE
28/10/2010;4500037534;2008010022;CARTOUCHE ENCRE HP 1000 / 2200 - NOIRE;2;XPF;4526;9052;NOPAC
28/10/2010;4500037534;2008010023;CARTOUCHE ENCRE HP 1000 / 2200 - CYAN;2;XPF;4526;9052;NOPAC
28/10/2010;4500037534;2008010024;CARTOUCHE ENCRE HP 1000 / 2200 - MAGENTA;2;XPF;4526;9052;NOPAC
28/10/2010;4500037534;2008010025;CARTOUCHE ENCRE HP 1000 / 2200 - JAUNE;2;XPF;4526;9052;NOPAC
28/10/2010;4500037539;101606820;ELECTRODE PH A TUBULURE LATERALE;1;EUR;254;254;FISHER  BIOBLOCK SCIENTIFIC
28/10/2010;4500037541;101615100;LAVAGE 307 PEUGEOT;1;XPF;7000;7000;SARL WADIANA
29/10/2010;4500037555;101624300;TRANSPORT EAUX;1;XPF;32000;32000;YVA NORD
29/10/2010;4500037556;101238100;RAVITAILLEMENT EN EAUX;38;XPF;910;34580;CIENC
29/10/2010;4500037556;2009090003;BONBONNE D'EAU MONT-DORE 18,9 LITRES;38;XPF;910;34580;CIENC
29/10/2010;4500037556;101613610;LOCATION FONTAINE;36;XPF;1700;61200;CIENC
03/11/2010;4500037582;101615100;LAVAGES INT. PICK UP EXPLOITATION (2);2;XPF;3000;6000;SARL WADIANA
03/11/2010;4500037582;101615100;LAVAGES EXT .PICK UP EXPLOITATION (2);2;XPF;4000;8000;SARL WADIANA
03/11/2010;4500037592;101606820;MASSE COUPLE 8KG MANCHE BOIS;1;XPF;19850;19850;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;101606820;Autres achats locaux PE;1;XPF;38200;38200;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;2002000002;PILE ALCALINE  DEMI-CRAYON;12;XPF;293;3510;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;2002000001;PILE ALCALINE CRAYON.;12;XPF;368;4410;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;2002000003;PILE ALCALINE GROSSE.;12;XPF;443;5310;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;2900094010;"COUPE TUBE GALVA 3/4""-3"" ENORM 4"" ROTH";1;XPF;28650;28650;NQ NOUMEA QUINCAILLERIE
03/11/2010;4500037592;2900020202;MASSE COUPLE 8KG MANCHE BOIS;1;XPF;14887;14887;NQ NOUMEA QUINCAILLERIE
05/11/2010;4500037606;2105010012;AMPOULE VESTIAIRE 18W/830 -SALLE CONTROL;10;XPF;1254;12540;SOCADIME / SPOT
05/11/2010;4500037607;1001020303;PYROSALES TYPEK PT100RTD ISA SORTIE V S;2;AUD;216;432;PYROSALES PTY LTD
09/11/2010;4500037636;2202000000;SHELL OMALA 320;1;XPF;82145;82145;SOCIETE DE SERVICES PETROLIERS SA
10/11/2010;4500037652;101606820;RELAIS DE MONTE BENNE;1;XPF;39900;39900;PARKING HICKSON
10/11/2010;4500037652;101606820;ELECTROVANNE;1;XPF;33000;33000;PARKING HICKSON
10/11/2010;4500037652;101606820;REMPLACEMENT RELAIS + ELECTROVANNE + MO;1;XPF;9975;9975;PARKING HICKSON
16/11/2010;4500037689;101615100;DEMONTAGE ET REMONTAGE;15;XPF;5500;82500;ICE NC
16/11/2010;4500037698;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;CHEVAL  DISTRIBUTION
16/11/2010;4500037699;101606300;PANTALONS;3;XPF;3600;10800;VETRAL-AGECOM SARL
16/11/2010;4500037699;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
16/11/2010;4500037699;101606300;CEINTURE;1;XPF;1080;1080;VETRAL-AGECOM SARL
16/11/2010;4500037699;101606300;BLOUSON IM;1;XPF;4500;4500;VETRAL-AGECOM SARL
16/11/2010;4500037699;101606300;IMPERMEABLE IM;2;XPF;2800;5600;VETRAL-AGECOM SARL
16/11/2010;4500037699;101606300;BOTTES DE SECURITE;1;XPF;2900;2900;VETRAL-AGECOM SARL
16/11/2010;4500037700;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;CHEVAL  DISTRIBUTION
16/11/2010;4500037701;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
16/11/2010;4500037701;101606300;PANTALONS;4;XPF;3600;14400;VETRAL-AGECOM SARL
16/11/2010;4500037701;101606300;CEINTURE;1;XPF;1080;1080;VETRAL-AGECOM SARL
16/11/2010;4500037701;101606300;VESTE DE PLUIE;2;XPF;2800;5600;VETRAL-AGECOM SARL
16/11/2010;4500037701;101606300;VESTE IM;1;XPF;4500;4500;VETRAL-AGECOM SARL
16/11/2010;4500037701;101606300;LUNETTE DE SECURITE;1;XPF;500;500;VETRAL-AGECOM SARL
16/11/2010;4500037703;101606300;CHAUSSURES DE SECURITE;2;XPF;9000;18000;CHEVAL  DISTRIBUTION
17/11/2010;4500037707;101606300;POLOS ML;4;XPF;2250;9000;VETRAL-AGECOM SARL
